# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,572,1011,0.468,978,1.03,0.529
JB409847,573,1013,0.468,978,1.04,0.57
JB409847,574,1014,0.468,978,1.04,0.591
JB409847,575,1013,0.468,977,1.04,0.592
JB409847,576,1012,0.463,977,1.04,0.571
JB409847,577,1013,0.463,977,1.04,0.592
JB409847,578,1014,0.463,977,1.04,0.612
JB409847,579,1018,0.458,977,1.04,0.695
JB409847,580,1015,0.458,977,1.04,0.633
JB409847,581,1013,0.463,977,1.04,0.592
JB409847,582,1013,0.463,977,1.04,0.592
JB409847,583,1011,0.458,977,1.03,0.55
JB409847,584,1003,0.458,977,1.03,0.385
JB409847,585,999,0.458,977,1.02,0.303
JB409847,586,998,0.458,977,1.02,0.282
JB409847,587,995,0.458,977,1.02,0.22
JB409847,588,999,0.463,977,1.02,0.303
JB409847,589,1000,0.458,977,1.02,0.323
JB409847,590,997,0.458,977,1.02,0.261
JB409847,591,996,0.458,977,1.02,0.241
JB409847,592,996,0.463,977,1.02,0.241
JB409847,593,998,0.458,977,1.02,0.282
JB409847,594,997,0.458,977,1.02,0.261
JB409847,595,997,0.463,977,1.02,0.261
JB409847,596,997,0.468,977,1.02,0.261
JB409847,597,995,0.463,977,1.02,0.22
JB409847,598,995,0.463,977,1.02,0.22
JB409847,599,991,0.463,977,1.01,0.137
JB409847,600,990,0.463,976,1.01,0.138
JB409847,601,990,0.463,976,1.01,0.138
JB409847,602,991,0.463,976,1.02,0.158
JB409847,603,987,0.463,976,1.01,0.0758
JB409847,604,988,0.468,976,1.01,0.0964
JB409847,605,989,0.468,976,1.01,0.117
JB409847,606,990,0.468,976,1.01,0.138
JB409847,607,993,0.468,976,1.02,0.2
JB409847,608,994,0.463,976,1.02,0.22
JB409847,609,993,0.463,976,1.02,0.2
JB409847,610,992,0.458,976,1.02,0.179
JB409847,611,999,0.458,976,1.02,0.324
JB409847,612,1000,0.453,976,1.02,0.344
JB409847,613,1002,0.458,976,1.03,0.386
JB409847,614,1005,0.458,976,1.03,0.448
JB409847,615,1003,0.458,976,1.03,0.406
JB409847,616,1001,0.458,976,1.03,0.365
JB409847,617,999,0.458,976,1.02,0.324
JB409847,618,998,0.458,976,1.02,0.303
JB409847,619,997,0.453,976,1.02,0.282
JB409847,620,999,0.458,976,1.02,0.324
JB409847,621,994,0.458,976,1.02,0.22
JB409847,622,993,0.458,976,1.02,0.2
JB409847,623,991,0.463,976,1.02,0.158
JB409847,624,988,0.468,976,1.01,0.0964
JB409847,625,991,0.468,976,1.02,0.158
JB409847,626,995,0.468,976,1.02,0.241
JB409847,627,992,0.463,976,1.02,0.179
JB409847,628,990,0.458,976,1.01,0.138
JB409847,629,985,0.458,976,1.01,0.0345
JB409847,630,987,0.458,976,1.01,0.0758
JB409847,631,992,0.463,976,1.02,0.179
JB409847,632,987,0.468,976,1.01,0.0758
JB409847,633,990,0.473,976,1.01,0.138
JB409847,634,981,0.468,976,1.01,-0.0482
JB409847,635,984,0.463,976,1.01,0.0138
JB409847,636,983,0.463,976,1.01,-0.00687
JB409847,637,987,0.468,976,1.01,0.0758
JB409847,638,986,0.468,976,1.01,0.0551
JB409847,639,987,0.468,976,1.01,0.0758
JB409847,640,983,0.468,976,1.01,-0.00687
JB409847,641,986,0.473,976,1.01,0.0551
JB409847,642,980,0.478,976,1,-0.0689
JB409847,643,980,0.478,976,1,-0.0689
JB409847,644,977,0.478,976,1,-0.131
JB409847,645,971,0.483,976,0.995,-0.255
JB409847,646,970,0.478,976,0.994,-0.275
JB409847,647,970,0.483,976,0.994,-0.275
JB409847,648,966,0.478,976,0.99,-0.358
JB409847,649,964,0.478,976,0.988,-0.399
JB409847,650,970,0.483,976,0.994,-0.275
JB409847,651,968,0.488,976,0.992,-0.317
JB409847,652,970,0.488,976,0.994,-0.275
JB409847,653,968,0.483,976,0.992,-0.317
JB409847,654,972,0.488,976,0.996,-0.234
JB409847,655,969,0.493,976,0.993,-0.296
JB409847,656,972,0.488,976,0.996,-0.234
JB409847,657,978,0.493,976,1,-0.11
JB409847,658,976,0.493,976,1,-0.152
JB409847,659,973,0.488,976,0.997,-0.213
JB409847,660,971,0.483,976,0.995,-0.255
JB409847,661,971,0.488,976,0.995,-0.255
JB409847,662,978,0.488,976,1,-0.11
JB409847,663,978,0.488,976,1,-0.11
JB409847,664,975,0.488,976,0.999,-0.172
JB409847,665,979,0.493,976,1,-0.0895
JB409847,666,986,0.493,976,1.01,0.0551
JB409847,667,990,0.493,976,1.01,0.138
JB409847,668,993,0.488,976,1.02,0.2
JB409847,669,995,0.483,976,1.02,0.241
JB409847,670,995,0.483,976,1.02,0.241
JB409847,671,999,0.478,976,1.02,0.324
JB409847,672,1000,0.473,976,1.02,0.344
JB409847,673,999,0.478,976,1.02,0.324
JB409847,674,999,0.478,976,1.02,0.324
JB409847,675,1000,0.473,976,1.02,0.344
JB409847,676,999,0.478,976,1.02,0.324
JB409847,677,998,0.483,976,1.02,0.303
JB409847,678,1002,0.483,976,1.03,0.386
JB409847,679,1000,0.483,976,1.02,0.344
JB409847,680,1001,0.478,976,1.03,0.365
JB409847,681,1003,0.478,976,1.03,0.406
JB409847,682,1008,0.478,976,1.03,0.51
JB409847,683,1009,0.483,976,1.03,0.53
JB409847,684,1011,0.483,976,1.04,0.572
JB409847,685,1012,0.478,976,1.04,0.592
JB409847,686,1012,0.483,976,1.04,0.592
JB409847,687,1011,0.478,976,1.04,0.572
JB409847,688,1011,0.483,976,1.04,0.572
JB409847,689,1010,0.488,976,1.03,0.551
JB409847,690,1012,0.488,976,1.04,0.592
JB409847,691,1013,0.488,976,1.04,0.613
JB409847,692,1013,0.488,976,1.04,0.613
JB409847,693,1013,0.488,976,1.04,0.613
JB409847,694,1011,0.488,976,1.04,0.572
JB409847,695,1013,0.488,976,1.04,0.613
JB409847,696,1012,0.483,976,1.04,0.592
JB409847,697,1015,0.483,976,1.04,0.654
JB409847,698,1017,0.483,976,1.04,0.696
JB409847,699,1023,0.483,976,1.05,0.82
JB409847,700,1023,0.488,976,1.05,0.82
JB409847,701,1019,0.493,976,1.04,0.737
JB409847,702,1020,0.498,976,1.05,0.758
JB409847,703,1022,0.493,976,1.05,0.799
JB409847,704,1021,0.493,976,1.05,0.778
JB409847,705,1020,0.498,976,1.05,0.758
JB409847,706,1019,0.493,976,1.04,0.737
JB409847,707,1017,0.493,976,1.04,0.696
JB409847,708,1016,0.493,976,1.04,0.675
JB409847,709,1015,0.498,976,1.04,0.654
JB409847,710,1015,0.498,976,1.04,0.654
JB409847,711,1012,0.498,976,1.04,0.592
JB409847,712,1016,0.498,976,1.04,0.675
JB409847,713,1009,0.498,976,1.03,0.53
JB409847,714,1005,0.498,976,1.03,0.448
JB409847,715,1005,0.493,976,1.03,0.448
JB409847,716,1003,0.488,976,1.03,0.406
JB409847,717,1000,0.488,976,1.02,0.344
JB409847,718,998,0.488,976,1.02,0.303
JB409847,719,1000,0.483,976,1.02,0.344
JB409847,720,995,0.483,976,1.02,0.241
JB409847,721,988,0.483,976,1.01,0.0964
JB409847,722,986,0.483,976,1.01,0.0551
JB409847,723,995,0.483,976,1.02,0.241
JB409847,724,999,0.478,976,1.02,0.324
JB409847,725,999,0.483,976,1.02,0.324
JB409847,726,999,0.483,976,1.02,0.324
JB409847,727,1000,0.483,976,1.02,0.344
JB409847,728,1003,0.478,976,1.03,0.406
JB409847,729,1003,0.478,976,1.03,0.406
JB409847,730,1002,0.478,976,1.03,0.386
JB409847,731,1000,0.473,976,1.02,0.344
JB409847,732,1000,0.468,976,1.02,0.344
JB409847,733,1000,0.468,976,1.02,0.344
JB409847,734,997,0.468,976,1.02,0.282
JB409847,735,996,0.468,976,1.02,0.262
JB409847,736,990,0.468,976,1.01,0.138
JB409847,737,989,0.468,976,1.01,0.117
JB409847,738,988,0.473,976,1.01,0.0964
JB409847,739,983,0.473,976,1.01,-0.00687
JB409847,740,981,0.468,976,1.01,-0.0482
JB409847,741,986,0.468,976,1.01,0.0551
JB409847,742,987,0.468,976,1.01,0.0758
JB409847,743,988,0.473,976,1.01,0.0964
JB409847,744,984,0.478,976,1.01,0.0138
JB409847,745,984,0.478,976,1.01,0.0138
JB409847,746,984,0.478,976,1.01,0.0138
JB409847,747,985,0.478,976,1.01,0.0345
JB409847,748,984,0.478,976,1.01,0.0138
JB409847,749,987,0.483,976,1.01,0.0758
JB409847,750,985,0.478,976,1.01,0.0345
JB409847,751,983,0.478,976,1.01,-0.00687
JB409847,752,980,0.483,976,1,-0.0689
JB409847,753,979,0.483,976,1,-0.0895
JB409847,754,980,0.488,976,1,-0.0689
JB409847,755,978,0.493,976,1,-0.11
JB409847,756,977,0.488,976,1,-0.131
JB409847,757,979,0.488,976,1,-0.0895
JB409847,758,979,0.488,976,1,-0.0895
JB409847,759,981,0.488,976,1.01,-0.0482
JB409847,760,981,0.493,976,1.01,-0.0482
JB409847,761,980,0.493,976,1,-0.0689
JB409847,762,977,0.493,976,1,-0.131
JB409847,763,977,0.493,976,1,-0.131
JB409847,764,977,0.498,976,1,-0.131
JB409847,765,977,0.498,976,1,-0.131
JB409847,766,979,0.498,976,1,-0.0895
JB409847,767,983,0.498,976,1.01,-0.00687
JB409847,768,985,0.498,976,1.01,0.0345
JB409847,769,979,0.493,976,1,-0.0895
JB409847,770,982,0.498,976,1.01,-0.0275
JB409847,771,984,0.493,976,1.01,0.0138
JB409847,772,989,0.498,976,1.01,0.117
JB409847,773,990,0.498,976,1.01,0.138
JB409847,774,993,0.493,976,1.02,0.2
JB409847,775,988,0.488,976,1.01,0.0964
JB409847,776,988,0.488,976,1.01,0.0964
JB409847,777,986,0.493,976,1.01,0.0551
JB409847,778,980,0.498,976,1,-0.0689
JB409847,779,977,0.498,976,1,-0.131
JB409847,780,976,0.502,976,1,-0.152
JB409847,781,981,0.507,976,1.01,-0.0482
JB409847,782,981,0.502,976,1.01,-0.0482
JB409847,783,980,0.502,976,1,-0.0689
JB409847,784,974,0.502,976,0.998,-0.193
JB409847,785,975,0.502,976,0.999,-0.172
JB409847,786,971,0.502,976,0.995,-0.255
JB409847,787,970,0.502,976,0.994,-0.275
JB409847,788,970,0.507,976,0.994,-0.275
JB409847,789,972,0.507,976,0.996,-0.234
JB409847,790,973,0.507,976,0.997,-0.213
JB409847,791,973,0.507,976,0.997,-0.213
JB409847,792,974,0.507,976,0.998,-0.193
JB409847,793,970,0.507,976,0.994,-0.275
JB409847,794,974,0.507,976,0.998,-0.193
JB409847,795,974,0.512,976,0.998,-0.193
JB409847,796,972,0.507,976,0.996,-0.234
JB409847,797,970,0.502,976,0.994,-0.275
JB409847,798,966,0.502,976,0.99,-0.358
JB409847,799,958,0.502,976,0.982,-0.523
JB409847,800,958,0.502,976,0.982,-0.523
JB409847,801,959,0.502,976,0.983,-0.503
JB409847,802,960,0.502,976,0.984,-0.482
JB409847,803,958,0.507,976,0.982,-0.523
JB409847,804,953,0.507,976,0.976,-0.627
JB409847,805,952,0.502,976,0.975,-0.647
JB409847,806,952,0.498,976,0.975,-0.647
JB409847,807,956,0.493,976,0.98,-0.565
JB409847,808,956,0.493,976,0.98,-0.565
JB409847,809,955,0.498,976,0.978,-0.585
JB409847,810,954,0.498,976,0.977,-0.606
JB409847,811,955,0.498,976,0.978,-0.585
JB409847,812,951,0.502,976,0.974,-0.668
JB409847,813,958,0.502,976,0.982,-0.523
JB409847,814,962,0.502,976,0.986,-0.441
JB409847,815,966,0.498,976,0.99,-0.358
JB409847,816,966,0.493,976,0.99,-0.358
JB409847,817,958,0.498,976,0.982,-0.523
JB409847,818,959,0.493,976,0.983,-0.503
JB409847,819,961,0.498,976,0.985,-0.461
JB409847,820,961,0.502,976,0.985,-0.461
JB409847,821,962,0.502,976,0.986,-0.441
JB409847,822,958,0.502,976,0.982,-0.523
JB409847,823,960,0.507,976,0.984,-0.482
JB409847,824,961,0.502,976,0.985,-0.461
JB409847,825,962,0.498,976,0.986,-0.441
JB409847,826,965,0.493,976,0.989,-0.379
JB409847,827,967,0.498,976,0.991,-0.337
JB409847,828,966,0.498,976,0.99,-0.358
JB409847,829,971,0.498,976,0.995,-0.255
JB409847,830,971,0.493,976,0.995,-0.255
JB409847,831,975,0.493,976,0.999,-0.172
JB409847,832,971,0.493,976,0.995,-0.255
JB409847,833,977,0.493,976,1,-0.131
JB409847,834,977,0.488,976,1,-0.131
JB409847,835,974,0.493,976,0.998,-0.193
JB409847,836,976,0.498,976,1,-0.152
JB409847,837,972,0.498,976,0.996,-0.234
JB409847,838,972,0.493,976,0.996,-0.234
JB409847,839,972,0.488,976,0.996,-0.234
JB409847,840,973,0.488,976,0.997,-0.213
JB409847,841,978,0.488,976,1,-0.11
JB409847,842,979,0.483,976,1,-0.0895
JB409847,843,982,0.483,976,1.01,-0.0275
JB409847,844,984,0.478,976,1.01,0.0138
JB409847,845,976,0.478,976,1,-0.152
JB409847,846,985,0.473,976,1.01,0.0345
JB409847,847,979,0.473,976,1,-0.0895
JB409847,848,982,0.473,976,1.01,-0.0275
JB409847,849,987,0.473,976,1.01,0.0758
JB409847,850,985,0.468,976,1.01,0.0345
JB409847,851,984,0.463,976,1.01,0.0138
JB409847,852,980,0.458,976,1,-0.0689
JB409847,853,978,0.458,976,1,-0.11
JB409847,854,979,0.458,976,1,-0.0895
JB409847,855,981,0.458,976,1.01,-0.0482
JB409847,856,978,0.453,976,1,-0.11
JB409847,857,977,0.458,976,1,-0.131
JB409847,858,976,0.453,976,1,-0.152
JB409847,859,972,0.453,976,0.996,-0.234
JB409847,860,970,0.453,976,0.994,-0.275
JB409847,861,971,0.458,976,0.995,-0.255
JB409847,862,971,0.453,976,0.995,-0.255
JB409847,863,967,0.448,976,0.991,-0.337
JB409847,864,968,0.443,976,0.992,-0.317
JB409847,865,969,0.448,976,0.993,-0.296
JB409847,866,969,0.443,976,0.993,-0.296
JB409847,867,973,0.438,976,0.997,-0.213
JB409847,868,974,0.438,976,0.998,-0.193
JB409847,869,973,0.438,976,0.997,-0.213
JB409847,870,975,0.438,976,0.999,-0.172
JB409847,871,971,0.433,976,0.995,-0.255
JB409847,872,975,0.438,976,0.999,-0.172
JB409847,873,979,0.443,976,1,-0.0895
JB409847,874,980,0.438,976,1,-0.0689
JB409847,875,982,0.433,976,1.01,-0.0275
JB409847,876,983,0.438,976,1.01,-0.00687
JB409847,877,982,0.433,976,1.01,-0.0275
JB409847,878,983,0.433,976,1.01,-0.00687
JB409847,879,987,0.438,976,1.01,0.0758
JB409847,880,991,0.443,976,1.02,0.158
JB409847,881,988,0.443,976,1.01,0.0964
JB409847,882,993,0.448,976,1.02,0.2
JB409847,883,993,0.453,976,1.02,0.2
JB409847,884,988,0.448,976,1.01,0.0964
JB409847,885,992,0.448,976,1.02,0.179
JB409847,886,990,0.448,976,1.01,0.138
JB409847,887,987,0.443,976,1.01,0.0758
JB409847,888,987,0.448,976,1.01,0.0758
JB409847,889,986,0.448,976,1.01,0.0551
JB409847,890,980,0.448,976,1,-0.0689
JB409847,891,984,0.443,976,1.01,0.0138
JB409847,892,983,0.448,976,1.01,-0.00687
JB409847,893,975,0.448,976,0.999,-0.172
JB409847,894,977,0.443,976,1,-0.131
JB409847,895,979,0.443,976,1,-0.0895
JB409847,896,977,0.443,976,1,-0.131
JB409847,897,986,0.443,976,1.01,0.0551
JB409847,898,986,0.438,976,1.01,0.0551
JB409847,899,987,0.443,976,1.01,0.0758
JB409847,900,991,0.448,976,1.02,0.158
JB409847,901,988,0.443,976,1.01,0.0964
JB409847,902,988,0.443,976,1.01,0.0964
JB409847,903,983,0.438,976,1.01,-0.00687
JB409847,904,981,0.443,976,1.01,-0.0482
JB409847,905,980,0.443,976,1,-0.0689
JB409847,906,981,0.438,976,1.01,-0.0482
JB409847,907,982,0.438,976,1.01,-0.0275
JB409847,908,983,0.438,976,1.01,-0.00687
JB409847,909,981,0.433,976,1.01,-0.0482
JB409847,910,984,0.428,976,1.01,0.0138
JB409847,911,981,0.433,976,1.01,-0.0482
JB409847,912,980,0.428,976,1,-0.0689
JB409847,913,983,0.428,976,1.01,-0.00687
JB409847,914,983,0.428,976,1.01,-0.00687
JB409847,915,982,0.433,976,1.01,-0.0275
JB409847,916,983,0.438,976,1.01,-0.00687
JB409847,917,980,0.443,976,1,-0.0689
JB409847,918,986,0.443,976,1.01,0.0551
JB409847,919,985,0.438,976,1.01,0.0345
JB409847,920,983,0.438,976,1.01,-0.00687
JB409847,921,982,0.443,976,1.01,-0.0275
JB409847,922,985,0.443,976,1.01,0.0345
JB409847,923,983,0.438,976,1.01,-0.00687
JB409847,924,976,0.433,976,1,-0.152
JB409847,925,979,0.438,976,1,-0.0895
JB409847,926,974,0.433,976,0.998,-0.193
JB409847,927,970,0.433,976,0.994,-0.275
JB409847,928,968,0.428,976,0.992,-0.317
JB409847,929,972,0.433,976,0.996,-0.234
JB409847,930,976,0.433,976,1,-0.152
JB409847,931,976,0.433,976,1,-0.152
JB409847,932,977,0.433,976,1,-0.131
JB409847,933,977,0.438,976,1,-0.131
JB409847,934,974,0.438,976,0.998,-0.193
JB409847,935,975,0.433,976,0.999,-0.172
JB409847,936,977,0.438,976,1,-0.131
JB409847,937,973,0.443,976,0.997,-0.213
JB409847,938,972,0.438,976,0.996,-0.234
JB409847,939,972,0.438,976,0.996,-0.234
JB409847,940,971,0.438,976,0.995,-0.255
JB409847,941,965,0.438,976,0.989,-0.379
JB409847,942,967,0.438,976,0.991,-0.337
JB409847,943,975,0.443,976,0.999,-0.172
JB409847,944,973,0.438,976,0.997,-0.213
JB409847,945,968,0.438,976,0.992,-0.317
JB409847,946,971,0.438,976,0.995,-0.255
JB409847,947,973,0.438,976,0.997,-0.213
JB409847,948,969,0.443,976,0.993,-0.296
JB409847,949,975,0.438,976,0.999,-0.172
JB409847,950,977,0.433,976,1,-0.131
JB409847,951,977,0.438,976,1,-0.131
JB409847,952,974,0.438,976,0.998,-0.193
JB409847,953,979,0.433,976,1,-0.0895
JB409847,954,980,0.433,976,1,-0.0689
JB409847,955,984,0.428,976,1.01,0.0138
JB409847,956,988,0.423,976,1.01,0.0964
JB409847,957,989,0.428,976,1.01,0.117
JB409847,958,994,0.433,976,1.02,0.22
JB409847,959,993,0.433,976,1.02,0.2
JB409847,960,997,0.433,976,1.02,0.282
JB409847,961,997,0.433,976,1.02,0.282
JB409847,962,997,0.428,976,1.02,0.282
JB409847,963,998,0.428,976,1.02,0.303
JB409847,964,1004,0.428,976,1.03,0.427
JB409847,965,1004,0.428,976,1.03,0.427
JB409847,966,1007,0.423,976,1.03,0.489
JB409847,967,1002,0.423,976,1.03,0.386
JB409847,968,999,0.418,976,1.02,0.324
JB409847,969,1002,0.413,976,1.03,0.386
JB409847,970,1001,0.418,976,1.03,0.365
JB409847,971,997,0.418,976,1.02,0.282
JB409847,972,997,0.418,976,1.02,0.282
JB409847,973,997,0.418,976,1.02,0.282
JB409847,974,992,0.413,976,1.02,0.179
JB409847,975,994,0.418,976,1.02,0.22
JB409847,976,991,0.418,976,1.02,0.158
JB409847,977,989,0.418,976,1.01,0.117
JB409847,978,990,0.418,976,1.01,0.138
JB409847,979,987,0.413,976,1.01,0.0758
JB409847,980,985,0.413,976,1.01,0.0345
JB409847,981,986,0.408,976,1.01,0.0551
JB409847,982,981,0.408,976,1.01,-0.0482
JB409847,983,982,0.413,976,1.01,-0.0275
JB409847,984,975,0.413,976,0.999,-0.172
JB409847,985,975,0.413,976,0.999,-0.172
JB409847,986,975,0.413,976,0.999,-0.172
JB409847,987,976,0.413,976,1,-0.152
JB409847,988,973,0.413,976,0.997,-0.213
JB409847,989,974,0.413,976,0.998,-0.193
JB409847,990,974,0.408,976,0.998,-0.193
JB409847,991,975,0.408,976,0.999,-0.172
JB409847,992,977,0.408,976,1,-0.131
JB409847,993,976,0.408,976,1,-0.152
JB409847,994,977,0.403,976,1,-0.131
JB409847,995,976,0.403,976,1,-0.152
JB409847,996,973,0.398,976,0.997,-0.213
JB409847,997,971,0.398,976,0.995,-0.255
JB409847,998,974,0.403,976,0.998,-0.193
JB409847,999,974,0.408,976,0.998,-0.193
JB409847,1000,977,0.408,976,1,-0.131
JB409847,1001,978,0.408,976,1,-0.11
JB409847,1002,974,0.408,976,0.998,-0.193
JB409847,1003,975,0.408,976,0.999,-0.172
JB409847,1004,978,0.403,976,1,-0.11
JB409847,1005,980,0.398,976,1,-0.0689
JB409847,1006,978,0.398,976,1,-0.11
JB409847,1007,978,0.403,976,1,-0.11
JB409847,1008,977,0.408,976,1,-0.131
JB409847,1009,974,0.413,976,0.998,-0.193
JB409847,1010,974,0.413,976,0.998,-0.193
JB409847,1011,979,0.418,976,1,-0.0895
JB409847,1012,978,0.418,976,1,-0.11
JB409847,1013,979,0.413,976,1,-0.0895
JB409847,1014,976,0.413,976,1,-0.152
JB409847,1015,974,0.413,976,0.998,-0.193
JB409847,1016,976,0.413,976,1,-0.152
JB409847,1017,971,0.418,976,0.995,-0.255
JB409847,1018,965,0.418,976,0.989,-0.379
JB409847,1019,965,0.418,976,0.989,-0.379
JB409847,1020,960,0.418,976,0.984,-0.482
JB409847,1021,957,0.418,976,0.981,-0.544
JB409847,1022,963,0.418,976,0.987,-0.42
JB409847,1023,966,0.413,976,0.99,-0.358
JB409847,1024,962,0.408,976,0.986,-0.441
JB409847,1025,962,0.413,976,0.986,-0.441
JB409847,1026,963,0.413,976,0.987,-0.42
JB409847,1027,965,0.413,976,0.989,-0.379
JB409847,1028,966,0.413,976,0.99,-0.358
JB409847,1029,970,0.418,976,0.994,-0.275
JB409847,1030,970,0.418,976,0.994,-0.275
JB409847,1031,967,0.418,976,0.991,-0.337
JB409847,1032,966,0.413,976,0.99,-0.358
JB409847,1033,970,0.408,976,0.994,-0.275
JB409847,1034,971,0.408,976,0.995,-0.255
JB409847,1035,971,0.413,976,0.995,-0.255
JB409847,1036,976,0.408,976,1,-0.152
JB409847,1037,969,0.408,976,0.993,-0.296
JB409847,1038,971,0.413,976,0.995,-0.255
JB409847,1039,971,0.413,976,0.995,-0.255
JB409847,1040,970,0.418,976,0.994,-0.275
JB409847,1041,973,0.413,976,0.997,-0.213
JB409847,1042,975,0.408,976,0.999,-0.172
JB409847,1043,978,0.413,976,1,-0.11
JB409847,1044,977,0.408,976,1,-0.131
JB409847,1045,980,0.413,976,1,-0.0689
JB409847,1046,980,0.413,976,1,-0.0689
JB409847,1047,983,0.413,976,1.01,-0.00687
JB409847,1048,982,0.413,976,1.01,-0.0275
JB409847,1049,985,0.408,976,1.01,0.0345
JB409847,1050,986,0.413,976,1.01,0.0551
JB409847,1051,990,0.413,976,1.01,0.138
JB409847,1052,986,0.418,976,1.01,0.0551
JB409847,1053,988,0.418,976,1.01,0.0964
JB409847,1054,987,0.413,976,1.01,0.0758
JB409847,1055,988,0.418,976,1.01,0.0964
JB409847,1056,990,0.413,976,1.01,0.138
JB409847,1057,997,0.413,976,1.02,0.282
JB409847,1058,996,0.413,976,1.02,0.262
JB409847,1059,998,0.413,976,1.02,0.303
JB409847,1060,1004,0.413,976,1.03,0.427
JB409847,1061,1006,0.418,976,1.03,0.468
JB409847,1062,1008,0.413,976,1.03,0.51
JB409847,1063,1010,0.418,976,1.03,0.551
JB409847,1064,1009,0.418,976,1.03,0.53
JB409847,1065,1012,0.423,976,1.04,0.592
JB409847,1066,1014,0.423,976,1.04,0.634
JB409847,1067,1014,0.423,976,1.04,0.634
JB409847,1068,1018,0.428,976,1.04,0.716
JB409847,1069,1022,0.433,976,1.05,0.799
JB409847,1070,1022,0.433,976,1.05,0.799
JB409847,1071,1025,0.433,976,1.05,0.861
JB409847,1072,1025,0.438,976,1.05,0.861
JB409847,1073,1030,0.433,976,1.06,0.964
JB409847,1074,1029,0.428,976,1.05,0.944
JB409847,1075,1029,0.428,976,1.05,0.944
JB409847,1076,1028,0.433,976,1.05,0.923
JB409847,1077,1028,0.433,976,1.05,0.923
JB409847,1078,1023,0.438,976,1.05,0.82
JB409847,1079,1021,0.433,976,1.05,0.778
JB409847,1080,1021,0.433,976,1.05,0.778
JB409847,1081,1019,0.428,976,1.04,0.737
JB409847,1082,1023,0.433,976,1.05,0.82
JB409847,1083,1023,0.433,976,1.05,0.82
JB409847,1084,1023,0.428,976,1.05,0.82
JB409847,1085,1027,0.433,976,1.05,0.902
JB409847,1086,1027,0.433,976,1.05,0.902
JB409847,1087,1030,0.438,976,1.06,0.964
JB409847,1088,1029,0.443,976,1.05,0.944
JB409847,1089,1028,0.438,976,1.05,0.923
JB409847,1090,1021,0.438,976,1.05,0.778
JB409847,1091,1023,0.438,976,1.05,0.82
JB409847,1092,1028,0.438,976,1.05,0.923
JB409847,1093,1030,0.433,976,1.06,0.964
JB409847,1094,1028,0.433,976,1.05,0.923
JB409847,1095,1029,0.438,976,1.05,0.944
JB409847,1096,1029,0.443,976,1.05,0.944
JB409847,1097,1031,0.448,976,1.06,0.985
JB409847,1098,1036,0.448,976,1.06,1.09
JB409847,1099,1039,0.448,976,1.06,1.15
JB409847,1100,1035,0.448,976,1.06,1.07
JB409847,1101,1032,0.448,976,1.06,1.01
JB409847,1102,1033,0.453,976,1.06,1.03
JB409847,1103,1035,0.448,976,1.06,1.07
JB409847,1104,1034,0.453,976,1.06,1.05
JB409847,1105,1038,0.448,976,1.06,1.13
JB409847,1106,1038,0.448,976,1.06,1.13
JB409847,1107,1040,0.453,976,1.07,1.17
JB409847,1108,1039,0.458,976,1.06,1.15
JB409847,1109,1038,0.458,976,1.06,1.13
JB409847,1110,1033,0.463,976,1.06,1.03
JB409847,1111,1030,0.463,976,1.06,0.964
JB409847,1112,1031,0.463,976,1.06,0.985
JB409847,1113,1033,0.468,976,1.06,1.03
JB409847,1114,1033,0.468,976,1.06,1.03
JB409847,1115,1030,0.468,976,1.06,0.964
JB409847,1116,1029,0.468,976,1.05,0.944
JB409847,1117,1028,0.463,976,1.05,0.923
JB409847,1118,1026,0.458,976,1.05,0.882
JB409847,1119,1022,0.463,976,1.05,0.799
JB409847,1120,1026,0.463,976,1.05,0.882
JB409847,1121,1028,0.463,976,1.05,0.923
JB409847,1122,1023,0.458,976,1.05,0.82
JB409847,1123,1021,0.458,976,1.05,0.778
JB409847,1124,1024,0.463,976,1.05,0.84
JB409847,1125,1027,0.463,976,1.05,0.902
JB409847,1126,1027,0.463,976,1.05,0.902
JB409847,1127,1031,0.468,976,1.06,0.985
JB409847,1128,1029,0.468,976,1.05,0.944
JB409847,1129,1026,0.468,976,1.05,0.882
JB409847,1130,1022,0.468,976,1.05,0.799
JB409847,1131,1019,0.473,976,1.04,0.737
JB409847,1132,1022,0.478,976,1.05,0.799
JB409847,1133,1021,0.478,976,1.05,0.778
JB409847,1134,1021,0.478,976,1.05,0.778
JB409847,1135,1020,0.478,976,1.05,0.758
JB409847,1136,1024,0.478,976,1.05,0.84
JB409847,1137,1027,0.473,976,1.05,0.902
JB409847,1138,1028,0.468,976,1.05,0.923
JB409847,1139,1020,0.473,976,1.05,0.758
JB409847,1140,1018,0.468,976,1.04,0.716
JB409847,1141,1029,0.468,976,1.05,0.944
JB409847,1142,1030,0.473,976,1.06,0.964
JB409847,1143,1030,0.468,976,1.06,0.964
JB409847,1144,1027,0.463,976,1.05,0.902
JB409847,1145,1027,0.463,976,1.05,0.902
JB409847,1146,1028,0.463,976,1.05,0.923
JB409847,1147,1030,0.468,976,1.06,0.964
JB409847,1148,1025,0.468,976,1.05,0.861
